ycomURL,company_name,company_tagline,company_description,URL,founded,team_size,location,founder_name_1,founder_linkedin_1,founder_name_2,founder_linkedin_2,founder_name_3,founder_linkedin_3
https://www.ycombinator.com/companies/metaplane,Metaplane,,,https://metaplane.dev,,0,Boston,Kevin Hu,http://linkedin.com/in/kevinzenghu,NA,NA,NA,NA
https://www.ycombinator.com/companies/cronch,Cronch,"The cheapest food delivery around: $1 delivery, no extra fees.",,http://cronch.delivery,,1,Mountain View,Pranav Sekhar,https://www.linkedin.com/in/pranavsekhar/,NA,NA,NA,NA
https://www.ycombinator.com/companies/logarithm-labs,Logarithm Labs,Create tools for your engineering teams with just a few lines of code,Logarithm Labs is on a mission to transform the world of engineering by helping teams build better internal tools through our simple and flexible app development platform for engineering-specific workflows.,http://www.logarithmlabs.com,,2,"Foster City, CA",Puneet Jagralapudi,https://www.linkedin.com/in/jrpuneet/,Avishek Panigrahi,https://www.linkedin.com/in/avishek-panigrahi/,NA,NA
https://www.ycombinator.com/companies/startplaying-games,StartPlaying.Games,Hire professionals to host online social games like D&D,StartPlaying.Games is a marketplace for hiring professional game hosts. We host virtual social games like D&D and escape-the-rooms. ,https://startplaying.games/,2020,3,San Francisco,Nathaniel Tucker,https://www.linkedin.com/in/k-nathaniel-tucker-543b4872?trk=hp-identity-name,NA,NA,NA,NA
https://www.ycombinator.com/companies/syndetic,Syndetic,Shopify for data,"Syndetic connects to your data wherever it lives (file store or database) and automatically generates an online data storefront for your customers to come to search and purchase your data. You control the branding, pricing, and how your data is packaged, and we do the rest. Customers can buy just one row of data or the entire dataset, on a one-off or subscription basis.",https://www.getsyndetic.com,2019,2,New York,Allison Swihart,https://www.linkedin.com/in/aswihart/,Steve Pike,https://www.linkedin.com/in/stephen-pike-53992419/,NA,NA
https://www.ycombinator.com/companies/edlyft,Edlyft,Helping create the next million computer science grads ,"Edlyft is a paid support program and platform for college students in STEM. Edlyft helps college students through their toughest STEM classes, starting with computer science, by offering online group tutoring, study groups, and content on navigating computer science. 

Before Edlyft, Arnelle worked as an engineer at Google, a product manager at startup Lark Health, and then spent a year and a half solving complex strategy problems for Fortune 500 companies at Bain. Erika has consumer and digital educational experience as an engineer at Facebook and a product manager for LinkedIn Learning. 
",http://edlyft.com,2019,2,San Francisco,Arnelle Ansong,https://www.linkedin.com/in/arnelle-ansong-bb746598,NA,NA,NA,NA
https://www.ycombinator.com/companies/fig,Fig,"Fig adds visual apps, shortcuts, and autocomplete to your terminal.","Fig makes the Terminal more accessible to beginners and more productive for advanced engineers

Our first product is autocomplete, but we plan to expand into a full App Store ecosystem for the Terminal. We can do a bunch of cool stuff, check out our website.

And if you're interested, we are hiring 😀",http://withfig.com,2020,2,San Francisco,Brendan Falk,https://www.linkedin.com/in/brendanfalk/,Matt Schrage,https://www.linkedin.com/in/matt-schrage-957b6843/,NA,NA
https://www.ycombinator.com/companies/openbase,Openbase,We help developers choose among millions of open-source packages,"There are millions of open-source packages out there, and developers often spend hours researching and evaluating competing packages to find the right one.
Openbase is the first platform to offer user reviews for packages, powerful insights and categorization for open-source packages - so developers can choose the right package every time.",https://openbase.com,2019,7,San Francisco,Lior Grossman,https://www.linkedin.com/in/liorgrossman,NA,NA,NA,NA
https://www.ycombinator.com/companies/weav,Weav,Weav is the universal API for commerce platforms,Weav is building the digital infrastructure to connect small businesses with financial institutions.,https://weav.co,2020,9,New York,Ambika Acharya,https://www.linkedin.com/in/ambika-acharya/,NA,NA,NA,NA
https://www.ycombinator.com/companies/basedash,BaseDash,The internal tool you don't have to build,BaseDash is an internal tool tool that lets companies edit data straight from their production database with the ease of a spreadsheet. It’s like being able to use Airtable as an admin panel to manage internal operations.,https://www.basedash.com,2019,3,"Montreal, Canada",Max Musing,https://www.linkedin.com/in/MaxMusing,NA,NA,NA,NA
https://www.ycombinator.com/companies/cadence,Cadence,We're focused on making the remote work experience great.,,https://www.cadencework.com,2019,2,San Francisco,Melissa Du,https://www.linkedin.com/in/mdu96,Eric Park,https://www.linkedin.com/in/ejpark/,NA,NA
https://www.ycombinator.com/companies/dashworks,Dashworks,Unlock your company's collective knowledge.,"A unified hub for all your people, tools, and knowledge.",http://www.dashworks.ai,2019,7,San Francisco,Prasad Kawthekar,https://www.linkedin.com/in/prasadkawthekar/,NA,NA,NA,NA
https://www.ycombinator.com/companies/datasaur,Datasaur,Datasaur builds a data labeling workforce management platform for NLP.,"Datasaur builds intelligent, optimized, human-centric data labeling tools. If you're still using Excel or maintaining your own in-house tools, Datasaur can offer you significant cost-savings and improve the quality of your training data. We provide tools custom-built for power users. Our built-in intelligence helps augment your human labelers and avoid costly mistakes; our workforce management tool allows you to assign projects to and cross-validate the results from multiple labelers to ensure you can train your models with the utmost confidence.

I have 10 years of consumer product experience. I'd be happy to help discuss product strategy and gamification.
I'd love to get any advice you have to offer on SaaS and enterprise sales.",https://datasaur.ai,2019,10,"Sunnyvale, CA",Ivan Lee,https://www.linkedin.com/in/iylee,NA,NA,NA,NA
https://www.ycombinator.com/companies/acho,Acho,A GUI for data engineering tasks,"Acho is a place where you can find, process and analyze data. No coding required, you may integrate different databases in one place, build complex data pipelines, and automate business processes - all in one place with a point-and-click interface. 

",http://acho.io,2020,5,Boston,Sam Liu,https://www.linkedin.com/in/yukun-liu-rochester/,Vincent Jiang,https://www.linkedin.com/in/vincent-jiang-55740855/,NA,NA
https://www.ycombinator.com/companies/nextmv,nextmv,Dev platform for quickly building and testing logistics algorithms.,"We believe that algorithms should be like any other software. You shouldn’t need a 🧙to automate delivery routes or a 👨‍🔬️to build a shift scheduler. We give developers the legos to make and experiment with decision models without a PhD.

We are for companies that need to scale and optimize their operations.

With us, developers can...
🚌Build a model to dynamically route buses based on passenger requests.
📉Build a model to minimize shipping cost for packages.
📆 Build a model to schedule workers based on demand forecasts. 
",https://nextmv.io,2019,15,"Philadelphia, PA",Carolyn Mooney,https://www.linkedin.com/in/carolyn-m-mooney/,NA,NA,NA,NA
https://www.ycombinator.com/companies/ditto,Ditto,Manage the words across your team’s product from design to production.,Manage the words across your team’s product from design to production.,http://dittowords.com,2019,4,San Francisco,Jolena Ma,https://www.linkedin.com/in/jolena-ma-57953885/,NA,NA,NA,NA
https://www.ycombinator.com/companies/openunit,OpenUnit,Software for managing self-storage facilities.,"OpenUnit is the all-in-one platform self-storage facilities need to run their business - whether they’re a single mom-and-pop site or a multi-facility corporation.

Our complete set of tools gives storage operators what they need most—a powerful online presence, reservation system, legal agreements, insurance, merchant solutions and management software to simplify the process of running a storage facility.

On top of that, OpenUnit gives facilities:

   • Team Management & Communication: Every account includes a space that lets you share  messages with co-workers & head office. All without reaching for a separate app.
   • Payments & Point-of-Sale: Increase your revenue with payment options that support all card types, and increase in-store purchases with Point-of-Sale (POS) software.
   • Accounting & Bookkeeping: From sales and purchases to cashflow, taxes and reporting. OpenUnit Books will make you feel like a professional accountant, even if you aren't.
",https://www.openunit.com/,2019,3,"Toronto, Canada",Taylor Cooney,https://www.linkedin.com/in/taylor-cooney-42005898/,NA,NA,NA,NA
https://www.ycombinator.com/companies/glisten-ai,Glisten AI,Glisten AI automatically categorizes and tags e-commerce product data.,"Glisten AI automatically categorizes and tags product data. With Glisten AI, e-commerce retailers and marketplaces can taxonomize millions of products with ease to enable better search, filtering, recommendations, and analytics. ",http://glisten.ai,2019,1,San Francisco,Alice Deng,https://www.linkedin.com/in/alicedeng/,Sarah Wooders,https://www.linkedin.com/in/sarah-wooders-9243b0aa/,NA,NA
https://www.ycombinator.com/companies/orbiter,Orbiter,ML models automatically monitor business performance,Orbiter’s ML models monitor business metrics automatically and send alerts when those metrics experience abnormal drops or spikes. Any company can onboard in less than five minutes with just their database credentials - no engineering required. ,http://www.getorbiter.com,2020,3,San Francisco,Mark Wai,https://www.linkedin.com/in/markwai/,Victor Zhang,https://www.linkedin.com/in/zhangvictorz/,Winston Zhang,https://www.linkedin.com/in/winstonzhang/
https://www.ycombinator.com/companies/pantheon,Pantheon,A competitive community of the brightest students in the world,"Pantheon is an online competitive community of the brightest students in the world. High school and middle school students match with each other based on skill level and compete head-to-head in real-time to see who can answer questions fastest, much like offline competitions such as Science Bowl.",https://www.joinpantheon.io/,2020,2,San Francisco,Ali Ahmed,https://www.linkedin.com/in/ali-wetrill,Akshath Sivaprasad,https://www.linkedin.com/in/akshathsivaprasad/,NA,NA
https://www.ycombinator.com/companies/flowdash,Flowdash,Quickly build internal tools for your ops team's manual workflows,"Flowdash makes it easy to build semi-automated workflows with no code. We recognize that many business processes today simply can't be fully automated and require human intuition. But there's no reason they need to be fully manual either. With Flowdash, teams can build custom tools to manage their internal processes, leveraging automation where it makes sense, and weaving in human intuition when needed.",https://flowdash.com,2019,5,San Francisco,Nick Gervasi,https://www.linkedin.com/in/nick-gervasi/,NA,NA,NA,NA
https://www.ycombinator.com/companies/taiv,Taiv,We replace TV commercials in businesses.,Taiv replaces commercials in live TV so that businesses can show more targeted advertisements instead.,https://taiv.tv,2018,9,"Winnipeg, Canada",Jordan Davis,https://www.linkedin.com/in/jordan-davis-b6894b162/,NA,NA,NA,NA
https://www.ycombinator.com/companies/quickcard,Quickcard,Dynamic sales materials that shape-shift based on the customers needs,"We help our customers build sales documents that are personalized, actionable, and beautiful. Our platform is self-serve friendly and replaces outdated email attachments. ",https://quickcard.com,2020,3,San Francisco,Mathew Pregasen,https://www.linkedin.com/in/mathew-pregasen-9a993948,NA,NA,NA,NA
https://www.ycombinator.com/companies/explo,Explo,"Embed customer analytics, lightning fast","Explo provides a powerful embedded analytics solution, enabling companies to securely share customizable product analytics, project reports, and KPIs with each of their end-users all while seamlessly matching the product's design.",https://explo.co/,2019,6,San Francisco,Andrew Chen,http://linkedin.com/in/andrewchen9,NA,NA,NA,NA
https://www.ycombinator.com/companies/hoss,Hoss,The developer experience platform,"Hoss is a developer experience platform that gives teams the essential tools they need to deliver a world-class customer experience. API-driven companies like Xendit, AssemblyAI, and Zentail trust Hoss to help them better acquire, understand, and support their customers. With Hoss, teams can offer superior documentation and developer content, gain deep visibility into how customers are using their API, monitoring third-party APIs, and provide robust and customizable developer dashboards. Hoss is backed by top investors like Y Combinator, Liquid2, FundersClub, and Soma Capital.",https://hoss.com,2019,3,"Austin, TX",Cameron Cooper,https://www.linkedin.com/in/cameroncooper,NA,NA,NA,NA
https://www.ycombinator.com/companies/polytomic,Polytomic,No-code data syncs to your business systems,"Polytomic syncs data from your internal databases, data warehouses, spreadsheets, or even HTTP APIs to business systems like Salesforce, HubSpot, Marketo, Google Sheets, Airtable, webhooks, and others.",https://www.polytomic.com,2019,6,San Francisco,Ghalib Suleiman,https://www.linkedin.com/in/ghalibs,Nathan Yergler,https://www.linkedin.com/in/nathanyergler/,NA,NA
https://www.ycombinator.com/companies/okay,Okay,Dashboards and actionable insights for high-performing engineering…,,https://www.okayhq.com,2019,3,San Francisco,Tomas Barreto,https://www.linkedin.com/in/tomasrb,NA,NA,NA,NA
https://www.ycombinator.com/companies/phonic,Phonic,The best way to collect and analyze voice and video feedback,,https://phonic.ai,2019,2,"Foster City, CA",Mitchell Catoen,https://www.linkedin.com/in/mitchell-catoen/,David Ferris,https://www.linkedin.com/in/davidferris21/,NA,NA
https://www.ycombinator.com/companies/paragon,Paragon,Embed in-app SaaS integrations that connect with your customers' apps.,Paragon Connect makes it easy to instantly embed SaaS integrations in your product that connect seamlessly with your customers' apps.,http://useparagon.com,2019,8,"Los Angeles, CA",Brandon Foo,https://www.linkedin.com/in/brandonfoo/,Ishmael Samuel,https://www.linkedin.com/in/ishmaelsamuel,NA,NA
https://www.ycombinator.com/companies/accord,Accord,Customer-facing collaboration workspace for B2B sales.,"Accord is a customer collaboration platform built for high-growth companies who need to hit scaling rev targets & build a repeatable sales process. 

Moving B2B sales from Vendorship --> Partnership.

If you're familiar, think 'Mutual Action Plans' that your customers actually engage with and reps love to use.",https://inaccord.com,2019,9,San Francisco,Ross Rich,https://www.linkedin.com/in/rossrich/,NA,NA,NA,NA
https://www.ycombinator.com/companies/zaraz,Zaraz,"A third-party manager, built for speed. ","Zaraz makes any website 40% faster with a single line of code, by optimizing how it loads third-party tools. This results in 2x conversion rates and better SEO rankings.",https://sweeps.ai,2019,2,San Francisco,Yair Dovrat,https://www.linkedin.com/in/yair-dovrat-375919b0/,Yo'av Moshe,https://www.linkedin.com/in/yoavmoshe/,NA,NA
https://www.ycombinator.com/companies/motion,Motion,All-in-one time management platform,"Motion is an all-in-one platform to help you get things done - whether it's scheduling meetings, finding focus time, achieving deep work state, or managing tasks. ",https://www.usemotion.com/,2020,3,Mountain View,Harry Qi,https://www.linkedin.com/in/harryqi/,Omid Rooholfada,https://www.linkedin.com/in/omidrooholfada/,Ethan Yu,https://www.linkedin.com/in/ethanyu94/
https://www.ycombinator.com/companies/sameplan,Sameplan,Customer-facing plans for sales teams and their prospects.,"Sameplan is a customer-facing collaboration tool that enables sales teams to align with prospects, increase efficiency, and close more business. Enterprise deals can be very complex, rather than managing these high-value relationships over email, Sameplan acts as the central hub for the deal. ",https://www.sameplan.com/,2019,3,San Francisco,Carlo Candela,https://www.linkedin.com/in/carlo-candela-68746a68/,NA,NA,NA,NA
https://www.ycombinator.com/companies/zaam,Zaam,Zaam is an end-to-end SaaS solution for business onboarding.,"Zaam is an end-to-end SaaS solution for business onboarding. It provides:
(i) smart data entry form with real time validation 
(ii) automated individual and business checks 
(iii) case management dashboard with customizable rules ",http://zaam.io,2019,2,Palo Alto,Parinaz Firozi,https://www.linkedin.com/in/parinaz-firozi-44578353/,NA,NA,NA,NA
